,x,y
393,1.8994281,9.100788
394,6.0993643,11.142876
395,7.1935306,7.5409546
396,7.4226108,12.448735
397,7.927171,10.711323
398,4.7821007,12.18237
399,2.561092,11.757008
400,2.4114869,11.661863
401,0.009262969,7.1362247
402,12.42285,8.413058
403,9.430581,8.201231
404,5.8251486,12.027448
405,11.298944,9.545228
406,3.5799682,12.883531
407,-0.48799115,8.236918
408,4.6622934,7.707747
409,5.397628,13.676798
410,3.3675458,13.4469
411,5.031392,13.77227
412,12.215431,10.524293
413,7.1564,12.954623
414,13.32884,7.5345235
415,9.399923,11.535592
416,5.507215,12.003608
417,-1.9134327,9.964047
418,5.1302257,7.5537806
419,-0.7496608,7.668418
420,7.985568,10.977244
421,3.4359803,7.1124277
422,10.990697,7.82661
423,4.4853787,11.908722
424,8.578227,5.7915535
425,11.34614,11.87284
426,0.8849558,9.856997
427,0.35814214,8.364361
428,8.740398,7.6354856
429,7.285156,6.21392
430,5.273123,6.8705688
431,12.628312,8.300259
432,2.338839,7.0851097
433,0.8334779,8.555251
434,12.768362,8.308187
435,12.844749,10.805446
436,11.541552,9.677307
437,4.3279815,12.011019
438,8.546848,10.621576
439,7.3166885,10.927282
440,4.587838,11.454975
441,3.6630282,12.8014345
442,8.614557,10.8968935
443,5.9672475,11.238301
444,5.49386,12.119304
445,12.684709,8.773195
446,7.4714394,7.9842377
447,5.743144,7.711684
448,4.304229,9.899088
449,7.6289477,9.8172
450,5.6831613,7.346832
451,6.993152,12.63369
452,0.51443726,11.145054
453,6.913785,12.910714
454,7.5849066,12.677294
455,6.470276,11.451277
456,3.3668566,8.075836
457,1.3845603,9.814999
458,7.0281634,10.363393
459,3.6688914,11.891778
460,1.2762396,8.420809
461,1.2664135,7.7223835
462,11.2696295,7.9375067
463,5.742012,6.675967
464,1.1444919,8.492527
465,4.919144,6.2716722
466,-0.57714385,7.566333
467,3.9963224,11.500021
468,10.2829485,11.115103
469,5.003933,11.218344
470,8.974553,7.0241146
471,9.097539,6.355348
472,6.5313535,13.577761
473,6.2965155,13.745811
474,2.135274,11.197559
475,2.3214743,11.09379
476,7.904526,10.84998
477,6.590104,11.493436
478,7.496733,7.5482526
479,2.2672207,8.965136
480,10.849818,9.9677925
481,10.3748,9.930931
482,6.5857134,11.46433
483,2.5006135,6.7639623
484,12.936933,10.330063
485,1.4610038,11.771087
486,13.125342,9.633748
487,11.281358,6.0574718
488,6.3889375,11.578923
489,1.2193441,11.39007
490,0.6169745,11.350653
491,10.656926,10.208645
492,7.7941537,7.4780436
493,2.6655555,7.4774394
494,7.333452,6.940783
495,11.63881,8.7745495
496,1.7607739,12.147463
497,7.4441004,9.513644
498,6.103751,10.440143
499,3.3054478,7.476251
500,7.786645,11.0041685
501,11.95829,9.762367
502,3.5907388,12.306617
503,6.178206,7.460904
504,2.0805762,6.187861
505,2.123734,6.1411543
506,0.14255464,7.420269
507,3.9728909,7.201959
508,9.701045,7.440371
509,7.8047605,8.807343
510,5.864108,7.5577803
511,10.176673,7.078265
512,10.512865,11.305259
513,10.48334,10.660843
514,7.124129,7.2023616
515,3.066176,7.2527614
516,0.9901098,10.112997
517,0.88145584,9.833815
518,-0.6960921,7.546518
519,11.272023,10.601812
520,8.279896,12.265486
521,9.657288,11.627576
522,9.563216,10.582166
523,6.765177,11.985731
524,6.5376816,12.288375
525,5.838412,6.9152446
526,6.379282,11.134614
527,3.3138554,8.034553
528,4.715683,8.254052
529,1.8194818,8.973116
530,4.4867787,8.306532
531,2.2392142,12.277338
532,13.244131,7.3266115
533,1.2931832,12.250049
534,11.854819,7.900852
535,11.343967,8.633668
536,6.9277735,10.8961735
537,1.3892454,9.496485
538,9.604833,5.5527873
539,9.72651,7.977223
540,10.862739,7.796189
541,5.977152,11.30511
542,2.8343675,12.144607
543,10.385851,10.001198
544,3.5585365,8.573267
545,10.806344,6.881228
546,10.174072,7.833288
547,6.2007265,10.795381
548,9.293956,9.8445215
549,7.7382183,11.279591
550,7.613991,11.54855
551,0.6665099,10.865609
552,11.930468,10.334889
553,6.6678386,12.023768
554,10.049464,11.930859
555,5.12531,11.135391
556,5.5703306,12.892855
557,1.4409585,7.999846
558,5.597847,11.509368
559,5.167071,11.745476
560,1.5399371,12.006612
561,6.3332987,7.810928
562,4.9521594,12.500253
563,3.7418618,12.166609
564,2.752356,8.494987
565,2.5380414,7.8997946
566,1.8707013,8.917939
567,7.546043,11.015743
568,5.6960716,12.065272
569,4.647961,11.455411
570,-1.2776797,8.172492
571,10.911431,11.211049
572,6.244711,7.6427183
573,11.3654585,9.640248
574,1.4223325,9.895549
575,7.8806205,8.019988
576,6.814538,8.251149
577,3.529462,7.5281506
578,2.4594688,9.065341
579,4.7789745,8.032819
580,0.004838953,7.4703054
581,5.122312,13.534984
582,1.5785494,10.030686
583,9.177585,6.7395697
584,4.031133,13.193655
585,9.637857,8.064168
586,-0.96994185,8.166789
587,5.304618,10.1012335
588,13.858039,8.509096
589,6.9929447,10.941509
590,11.802171,10.166462
591,4.468527,6.434845
592,4.962712,13.2016115
593,6.86293,11.916723
594,5.6423864,12.50667
595,2.556696,12.229778
596,4.4907494,11.166053
597,-2.344168,8.903231
598,12.677167,7.3427744
599,3.6594205,8.776143
600,13.810446,7.5509915
601,6.0999856,10.222013
602,5.415034,10.7252245
603,2.6956158,8.595444
604,4.404704,11.002177
605,8.200878,10.97559
606,4.2800455,11.257402
607,5.966548,12.831412
608,10.123464,11.775764
609,4.452406,13.117581
610,8.303396,12.602737
611,1.9704671,9.34755
612,2.8585503,7.746818
613,8.956004,10.530458
614,2.6934257,13.376323
615,8.587889,10.572862
616,10.167771,11.350831
617,5.3559976,11.814921
618,2.7931967,11.391778
619,5.1206517,12.148491
620,1.9453932,11.876444
621,2.0986686,10.147855
622,2.0215566,11.827482
623,-0.19307649,9.910981
624,8.844367,12.476174
625,3.3238988,12.365491
626,3.3566089,10.2288885
627,1.5960149,9.033675
628,3.9252086,8.752816
629,8.239925,7.015566
630,10.198214,8.287193
631,3.2412858,8.672297
632,3.0657272,8.335743
633,1.1916382,9.479977
634,9.254555,12.224072
635,12.76365,10.972642
636,2.3470726,5.627293
637,13.658429,8.757409
638,5.8450227,6.4266143
639,13.791112,8.767667
640,9.282428,11.42668
641,2.9970899,11.49031
642,8.850224,7.509675
643,6.3647876,7.797768
644,6.398267,7.776947
645,9.640721,10.750563
646,6.7984157,12.07757
647,6.3854127,11.29112
648,9.260609,6.5733237
649,10.573814,11.927537
650,4.284167,11.729805
651,6.533881,6.888371
652,11.351257,6.260108
653,10.925929,11.737876
654,1.9486842,10.133019
655,9.868357,11.00404
656,3.0857809,10.980616
657,11.251092,5.9458017
658,8.977814,7.4368587
659,9.062734,10.620732
660,7.9128814,6.9849405
661,8.869738,6.965244
662,2.489948,11.733447
663,0.90108967,6.5479217
664,2.1518838,11.67214
665,13.71608,7.3352313
666,10.353982,11.78545
667,4.417177,11.971061
668,2.3139296,10.891729
669,2.4192016,11.0851145
670,11.409352,7.8573766
671,5.3252506,7.008966
672,9.735428,12.016845
673,1.3758016,8.388443
674,2.3479135,11.574415
675,4.1959066,10.66979
676,7.78861,10.8718
677,9.632825,5.758265
678,4.574411,11.76272
679,8.79798,12.095825
680,4.5539308,11.047091
681,13.34447,7.444839
682,12.698898,8.590575
683,2.7774613,8.714305
684,2.694945,8.723232
685,-0.049585994,7.5244617
686,8.828475,5.810591
687,2.2923927,9.078687
688,9.791051,8.585983
689,2.0958104,9.330281
690,11.260455,9.225488
691,1.5122882,12.609802
692,7.0921426,7.5444803
693,5.9994793,7.871555
694,7.4994698,7.4002414
695,9.009421,10.140753
696,12.509245,9.578315
697,7.97951,11.635683
698,8.825966,7.533156
699,8.399943,5.990691
700,8.757323,5.9409027
701,10.425194,9.854077
702,9.034976,9.488713
703,5.0189924,8.21942
704,4.5973053,8.3486185
705,1.7222835,7.937511
706,12.477054,9.704741
707,1.9374245,8.86028
708,1.8153819,9.846434
709,-1.0797806,7.745275
710,-2.6914845,8.910473
711,2.0524316,10.951777
712,12.637117,8.398623
713,10.266915,10.240408
714,9.812116,10.390599
715,5.6241946,11.100844
716,5.1505103,13.421472
717,-1.4741666,10.097481
718,5.0784364,13.443576
719,10.38861,7.5051537
720,10.845275,7.1557336
721,2.202964,12.9320135
722,4.58969,13.959897
723,6.6682034,7.9081144
724,7.642578,6.2955294
725,10.595951,10.402035
726,2.9304922,8.777434
727,7.8545947,11.034175
728,10.820039,10.816271
729,11.157184,5.921464
730,11.110988,9.05268
731,2.4057639,6.6734986
732,2.8736715,8.019044
733,2.278006,12.456504
734,-1.2287905,7.741733
735,2.4554935,12.777018
736,6.334543,11.475787
737,7.024226,7.6965714
738,7.244714,7.4770117
739,7.98095,11.152032
740,7.2189445,7.218275
741,5.186627,7.3990397
742,3.8963528,8.0564575
743,5.8366733,11.279152
744,0.41562855,10.792142
745,12.014982,9.597057
746,10.46923,12.408963
747,12.128003,9.893395
748,2.680312,11.723855
749,3.7187865,13.596466
750,0.93713826,6.545014
751,11.787851,9.093021
752,1.9395412,7.628195
753,8.111407,6.5783606
754,7.481507,6.168124
755,3.9264016,13.35931
756,3.764603,13.109081
757,3.582767,13.998129
758,11.759614,8.833962
759,10.319804,9.817513
760,5.6141057,12.357732
761,9.041234,8.07266
762,6.080256,6.8356004
763,-3.1177619,8.983916
764,0.8760845,7.5362883
765,7.758775,10.586945
766,11.3512335,6.1303873
767,6.726951,13.150995
768,11.18492,5.9533324
769,8.58378,10.449481
770,1.4836677,11.058966
771,12.509053,9.271742
772,6.340173,11.734247
773,-0.9935375,8.592892
774,7.2599845,9.578964
775,9.530544,7.169346
776,12.954035,9.81464
777,7.672838,9.546939
778,2.0564172,11.496211
779,2.047546,11.626923
780,0.599226,11.330881
781,2.022944,8.806415
782,8.715076,8.836505
783,2.322413,8.866547
784,0.23544306,10.241301
785,4.674319,12.8119
786,2.260754,13.325833
787,7.386594,10.640809
788,5.672519,7.1808796
789,7.2611732,6.3311644
790,4.397593,13.969752
791,12.211116,8.399267
792,1.3887236,7.631037
793,1.3887736,7.491465
794,-2.1978884,9.140928
795,1.0858159,10.313001
796,9.473841,8.027503
797,11.544843,7.8123994
798,5.2648387,8.239013
799,9.086975,10.540261
800,6.4320636,7.3030334
801,4.553873,10.870289
802,9.16676,7.0655823
803,8.68273,8.618775
804,4.5277324,6.2247877
805,5.176193,13.161216
806,8.417201,6.204458
807,11.156363,10.986895
808,3.937695,7.0191965
809,-2.5160332,10.1837435
810,6.2861934,11.904311
811,13.056093,9.145188
812,1.1272497,8.723579
813,1.6198545,5.4814644
814,7.9563966,10.406716
815,10.648454,12.448745
816,10.529597,5.7355375
817,9.894531,8.251786
818,9.341505,7.3596754
819,6.448279,13.020729
820,8.408586,10.491795
821,4.010586,8.695871
822,3.9368572,11.659588
823,6.22401,6.4113083
824,11.496004,8.134344
825,10.39557,6.1046433
826,3.2302125,6.68706
827,13.448218,7.5070004
828,5.651435,11.244698
829,8.403865,10.814805
830,11.321848,11.460613
831,3.20553,12.434624
832,2.376752,11.07859
833,2.3960671,10.968734
834,-0.98798823,7.573356
835,2.739336,12.163964
836,6.8690653,10.133306
837,3.4468875,8.554781
838,5.4903073,12.628864
839,12.596496,8.934771
840,3.4368548,8.264081
841,13.693229,7.052489
842,13.549405,8.84504
843,12.034981,8.000311
844,10.308157,9.955249
845,9.533066,11.73819
846,6.827951,7.5439296
847,12.537743,7.635501
848,8.491769,8.674282
849,4.427232,14.307904
850,10.268841,10.222743
851,7.384215,12.927584
852,1.331695,8.677507
853,13.246026,8.65405
854,5.0091004,11.324523
855,0.97392255,7.203156
856,4.9186234,11.619066
857,4.8154583,9.467472
858,9.979301,12.756527
859,1.5978713,8.627849
860,12.233095,10.787206
861,9.597941,11.043951
862,10.79456,12.133661
863,11.1150255,11.344389
864,9.73873,6.0800486
865,5.3547406,13.034314
866,2.0208673,8.1816845
867,7.885618,9.193868
868,12.868977,9.18201
869,10.639445,6.1018214
870,4.3003683,9.577524
871,11.8777275,9.013701
872,1.5028795,11.321863
873,12.277892,11.64423
874,9.612137,7.171678
875,7.2642193,11.968681
876,11.055655,11.562677
877,-0.8439507,8.795275
878,-2.6779435,9.447384
879,-0.7033062,8.984318
880,5.957394,6.5847397
881,4.2882385,12.190455
882,3.4407516,11.901898
883,3.2431574,12.70132
884,12.972988,8.243509
885,-2.489434,8.920487
886,7.742756,10.39226
887,-0.49899435,7.2285066
888,8.714725,12.3829775
889,1.9157772,11.965328
890,3.6024868,8.153873
891,8.47928,11.331423
892,9.418986,6.6542897
893,11.452233,9.189252
894,11.389352,6.611466
895,2.6752734,6.795221
896,11.749139,11.516549
897,3.1683183,11.624045
898,2.7691588,12.714378
899,8.809543,7.994067
900,10.09056,11.009851
901,8.54584,8.423964
902,1.007417,8.261814
903,4.0101457,8.416096
904,9.245982,11.753863
905,2.889506,10.924167
906,8.178935,6.998358
907,12.027662,8.856877
908,3.9906514,11.22777
909,0.9884184,9.828196
910,7.3253226,11.2358885
911,0.1518085,7.6791024
912,7.8468523,7.053991
913,1.1933367,10.236316
914,2.934029,12.437937
915,7.7321525,9.305991
916,4.961031,6.592509
917,2.589148,6.817048
918,4.7020054,6.6041245
919,12.305159,8.608806
920,10.974881,7.3090396
921,12.25267,10.877114
922,10.418962,6.450201
923,11.876021,9.319223
924,7.7321053,7.046987
925,2.5595262,11.642408
926,2.593201,11.612174
927,-1.5550835,9.911831
928,4.1445765,8.581925
929,1.3827171,10.108023
930,7.8346252,5.926463
931,10.0661955,7.5918083
932,5.0794816,11.769608
933,10.562383,10.069847
934,7.0808654,11.460505
935,6.766505,11.465603
936,5.5294924,6.796436
937,2.528056,8.545833
938,3.7852848,11.42404
939,3.1714263,11.621578
940,2.5680337,11.399852
941,2.8253226,7.6018476
942,7.8036957,9.40886
943,13.293712,8.908592
944,11.411841,9.98917
945,7.030835,6.2707133
946,1.9705353,10.89521
947,11.136292,8.442799
948,4.2531834,11.214108
949,2.7024505,9.009144
950,3.023466,12.408391
951,12.948366,7.0665045
952,10.247858,6.935839
953,10.1433325,6.289375
954,3.9510577,7.1791387
955,11.085609,7.348787
956,5.6655703,7.8435855
957,11.658341,7.7004156
958,5.3809524,11.126146
959,5.020539,8.098868
960,4.3671575,8.133158
961,1.8570527,8.332003
962,5.130131,6.8148117
963,3.1547291,5.9424706
964,6.943617,10.216641
965,1.7063351,11.8470125
966,9.70152,6.854282
967,6.48734,12.560278
968,7.645637,10.738186
969,6.052293,12.11488
970,11.929601,10.3123455
971,12.229594,8.346534
972,9.227317,8.160439
973,6.686871,8.187063
974,5.8820767,11.1704235
975,13.224452,8.37725
976,5.5148797,12.276387
977,10.257664,10.750932
978,7.2880015,6.2266946
979,12.993851,10.080948
980,6.7119617,7.4647923
981,3.5596728,11.893072
982,13.487983,7.3504477
983,8.16631,11.725365
984,4.1999254,10.852507
985,-2.050789,9.958787
986,5.0539236,7.5514593
987,10.632743,12.062448
988,1.7718387,7.347005
989,1.8242667,7.483077
990,1.0282458,6.334542
991,3.1315536,8.21609
992,2.6735609,13.013393
993,10.999623,8.489952
994,3.8106103,12.683712
995,7.4698644,6.057558
996,11.562549,11.694874
997,8.256186,12.61654
998,7.658013,12.688495
999,4.0030456,7.8755302
1000,10.577675,7.250489
1001,6.24614,6.198654
1002,3.1358109,6.8442874
1003,13.376887,7.902498
1004,4.7578964,8.59099
1005,1.071867,9.422205
1006,4.5022855,8.616351
1007,13.2019005,8.280111
1008,8.234844,11.712994
1009,11.848931,9.250989
1010,2.8135862,13.756688
1011,2.5510275,7.457017
1012,7.9813824,9.766067
1013,8.509072,10.602196
1014,9.654946,10.890817
1015,10.484693,9.905413
1016,8.208961,11.400666
1017,6.1572948,13.440178
1018,5.637339,10.024579
1019,5.589642,8.200666
1020,5.5154133,7.4294143
1021,7.404734,12.22171
1022,-2.7913082,8.767456
1023,9.321931,10.204165
1024,1.8926386,5.9868045
1025,4.011359,12.954277
1026,5.932191,11.61687
1027,-2.6278787,8.816163
1028,2.0460901,6.19321
1029,1.6038419,6.985223
1030,2.9942896,7.870171
1031,12.0775385,10.277443
1032,5.8867188,11.740603
1033,5.3078566,7.006932
1034,3.511434,6.5396094
1035,3.809467,7.382201
1036,3.8469682,13.470113
1037,3.9436703,13.527242
1038,-2.5042398,10.003846
1039,4.3208876,13.7715845
1040,7.8522053,12.466389
1041,5.853678,8.0162325
1042,9.840689,6.073019
1043,7.7627425,10.390032
1044,8.444356,11.316035
1045,7.9767942,9.323212
1046,4.4066133,8.413653
1047,10.083737,10.310369
1048,9.03979,8.4464445
1049,12.66421,10.198159
1050,8.361529,12.682701
1051,10.269192,11.95507
1052,2.2320788,12.174656
1053,7.0586185,12.614758
1054,8.6484995,12.644459
1055,1.3044775,10.253165
1056,7.286974,7.16593
1057,6.298181,7.3892937
1058,7.1008153,7.492117
1059,12.25989,9.072929
1060,10.028842,11.503102
1061,8.406049,12.713378
1062,1.7963324,6.283686
1063,4.354596,11.060038
1064,6.381707,8.051532
1065,9.772024,10.912966
1066,13.183342,10.05925
1067,2.7028017,12.587051
1068,6.240387,6.8747945
1069,1.4991726,7.3167253
1070,1.5315251,7.244096
1071,0.3745445,7.2739983
1072,1.565851,9.07767
1073,1.5828464,5.457441
1074,1.6553688,8.825457
1075,-1.2391006,8.253646
1076,9.13926,6.84827
1077,7.1036587,7.0009446
1078,6.533255,13.096878
1079,-0.3210657,7.3282967
1080,6.401938,13.117187
1081,4.0029273,14.1104145
1082,7.6232233,10.891238
1083,5.401551,6.500345
1084,1.3799748,11.770709
1085,-0.4733915,9.691957
1086,1.7342035,11.866838
1087,2.7302682,7.099248
1088,12.406499,9.909522
1089,2.2883677,11.701077
1090,5.924277,13.128664
1091,7.021065,12.633169
1092,8.170697,12.003683
